GitCommitMessage	IsUseful	MatchedOnKeyword
destroy guest webcontents before embedder	True	
bump v5.0.0-nightly.20190109	False	
fix: docs/api/dialog.md: fix typo (#18392)	False	
pick up chrome_sandbox changes	False	
chore: add base workflow file (#18006)	False	
custom the implementation of url request job factory.it's needed for interceptor api.	True	
remove screen.getmenubarheight() deprecation	False	
bump chromium version	False	
update libchromiumcontent to latest	True	
:art:	False	
translate little files into korean	True	
gtk: make appindicator.setcontextmenu async, fixes #430.	True	
broken link in docs, api/synopsislink to using-native-node-modules.md instead of use-native-node-modules. filename changed with 268508764f25697d745fd40d0b63e096acb4ae7d	True	
fix: split out login item tests (#15135)	False	
change a word	False	
inline buttons and cancelid values	True	
highlight the whole eval() overridei updated the link to hightlight not only the first line but the whole `window.eval()` override.	True	
upgrade libchromiumcontent.* fix unresponsive event when in beforeunload handler.* compile with clang 3.4 under linux.	True	
make the extrasize of browserwindow.setaspectratio optional	False	
docs: reorder crashreporter notes to make more sense (#16825)the note about reports from child processes on windows should be next to the code snippet.side note: is that code even still necessary?	True	
correct webcontents send example.	False	
update brightray: fix linking errors of libchromiumcontent.	False	
increase node_module_version, fixes #533	False	
add object() accessor for dictionary.	True	
ci: fix script to initialize windows vm (#22140)* ci: fix script to initialize windows vm* remove python3 rename statements, python3 is not required norinstalled* fix a chicken-egg condition where refreshenv is not installed, afterchocolatey install.* ci: update script to initialize windows vm* add needed component to vc_buildtools install- microsoft.visualstudio.workload.vctools- microsoft.visualstudio.component.vc.140* do not install vcredist140 from chocolotey	True	
use user_wants_no_more_dialogs constant for -1 magic number	True	
update iojs to fix linking on linux	True	
fix: dump correct breakpad symbols on macos (#19042)* fix: dump correct symbols on macos* refactor symbol dumping* .exe/.dll on windows* dump .exe.pdb/.dll.pdb; also add path for msdia140.dll* undo breakpad_symbols.zip rename* dump_syms.exe doesn't support -i on windows* remove unused windows symbol generation script* win fix ????????* import errno* use out_dir* i tender my resignation	True	
protocol: return status of readrawdata instead of relying on setstatus	True	
upgrade to node v6	True	
use base::string16 and base::joinstring instead of custom methods	True	
:lipstick: fix typo.	False	
filter out x-frame-options header on user's request.	False	
fix: ensure fuse order is read in a stable way (#29599)	False	
rename atom_shell_asar to electron_asar	True	
:art:	False	
getnativescreen -> getscreen	False	
updated for arm and armv7l documentation (#11825)* updated for arm and armv7l documentationcleared up the confusion caused by arm or armv7l  mentioned somewhere and not mentioned elsewhere* :memo: improve wording a bit.	True	
missing "var" in line 201 menu.mdin line 201 at menu.md,should be ```var menu = menu.buildfromtemplate(template);```	False	
fix loading devtools	True	
bump v12.0.0-nightly.20200903	False	
chore: use full path for ui_unscaled_resources.h (#13492)this is the path that resolves in chromium, it also works fine in the gyp build.	True	
bump v14.0.0-nightly.20210428	False	
revert "bump v6.0.0-nightly.20190308"this reverts commit 40af881844d424581bcaa54288372a97213b9e6d.	False	
update to electron v1.1.0	True	
fix: allow chromium to handle wm_nccalcsize for frameless windows (#21164)	True	
refactor: ginify nativetheme (#24673)	True	
convert optional webpoint	False	
bump v12.0.0-nightly.20200918	False	
fix registerprefs not working in subclass.don't call virtual function in subclass's constructor.	True	
link with component build shared libraries	False	
add initial support for loading into isolated world	True	
as you wish linter	False	
docs: show how to use bitmap data directly	True	
fix os x build error.	False	
:art:	False	
fix: do not add 104 to the history length (#23301)	True	
preparing readme-es	False	
fix: browserwindow backgroundcolor (#30778)* fix: browserwindow backgroundcolor* refactor: propagate transparency via backgroundcolor	True	
use minwidth style for options instead of min-width	True	
improve deprecated message on webpreferences options	False	
docs: reword sentence for better understanding (#33265)	True	
fix: add stub implementations for scheduletrigger andreadnexttriggertimestamprefs: https://chromium-review.googlesource.com/c/chromium/src/+/1479330	True	
fix: report module name when require fails in sandboxed renderers (#17413)	False	
[win] add flag to build window menu.	True	
include backtrace i/o as a crash reporter backend optionnote: i have no affiliation with this company - just thought this would be helpful for people	True	
[ci skip]add glossary.md in simplified chinese docs	False	
:lipstick: fix protocol specs.	True	
make nsdeletefunctionkey to nsdeletecharacter	True	
update libcc	False	
[win] force using native frame.	True	
:lipstick: fix pylint warning.	False	
refactor: simplify converter<content::permissiontype>::tov8 (#21053)	True	
only init wmstate on linux.	False	
linux: writes crash report upload log	False	
popup pepper menu in owner browser window	False	
feat: automatically round numbers that are converted to points (#14604)fixes #14490	True	
create a new urlsecuritymanager that allows explicit settings	False	
fix building with xcode 6	False	
add new and changed specs	False	
fix up #includes to work with both gyp and gn	True	
bump v15.0.0-nightly.20210531	False	
fix: window.open doesn't work correctly in child window (#25080)if speculative render view host is deleted during naviagation topage we try to open with call to window.open window is destroyedright after it is created. it may happen when naviagation triggersredirect from http to https. to void that we should emit eventcurrent-render-view-deleted only when render view host which wasdestroyed is the current webcontent's rvh.	True	
remove -jp suffix from quick-start-jp.md	False	
support document visiblity state and events in webviews	False	
fix json issue in example block	True	
fix: create persistent channel id store when cookie store is persistent	True	
mac: make "text to speech" work, fixes atom/atom#3288.	True	
bump v4.0.0-nightly.20180821	False	
:wrench: enable mode indication for setprogressbarthis commit enables setting a mode for the setprogressbar method.old behavior is kept intact, usage is entirely optional.	True	
update license in readme file	False	
remove unneeded log	False	
chore: convert mac app store private api rejection template to form (#28100)	True	
test: runas is not an optional dependency (#14704)	False	
turn off c++ exceptionswe weren't using them anyway, and don't intend to. this matches chromium.	True	
cache remote.getcurrentwindow.	False	
make callback work for old-style menu.popup callwhile the old-style menu.popup has been deprecated, it is still beingused widely in apps and even in electron itself.	True	
build: fix doc only change when there isn't a pr (#20749)* build: fix doc only change when there isn't a prfixes issue where ci was mistakenly marking a pr as a doc only change because the ci was kicked off before the pr was created.	True	
linux: fix min/max size not working	False	
update native_mate.	False	
fixed a couple of failing debug checks when calling chromium apis	False	
update to electron v1.6.0	True	
update to api changes of chrome 47	True	
content_scripts[].matches use the url without hash part	False	
refactor: remove unnecessary std::moves in linux code (#12951)the compiler was complaining that the move was preventing copy elision.	True	
no need to add "static" for functions in anonymouse namespace.	True	
move linux pkg-config dependencies from atom-shell to brightray.	True	
revert "bump v4.0.0-nightly.20180817"this reverts commit 76a592a4198e9c21db0727f6fad9376f39227b35.	False	
enable resizable spec on linux	False	
chore: change return type of platform_util::setloginitemenabled (#15854)	True	
enable setting devtools to not able to dock	True	
tell standard to ignore /vendor directory	True	
0.27.2	False	
docs: uniformize tutorial titles (#30527)	True	
builds -> support	False	
bump v0.15.0.	False	
adding enablemixedsandbox api	False	
apply the changes till the '9367c76' commit.	False	
implement protocol.uninterceptprotocol	True	
add missing semicolon	False	
:wrench: ensure correct path	False	
:memo: fix coding style issues* correct heading order* adjust line length to `80`* beautify docs* apply small fixes* normalize whitespaces[ci skip]	True	
fix compilation warnings caused by chrome44 update	True	
win: set guid when getting icon's bounds	False	
remove unused constructor of dictionary.	True	
create translate docs.	False	
bump nan	False	
add systempreferences.subscribelocalnotification. (#6150)	False	
fix docs	False	
update to electron v0.34.1	True	
feat: enhance native window.open to match the custom implementation's behavior (#19703)co-authored-by: andy locascio <andy@slack-corp.com>	True	
libnotifynotification: verify if the "actions" capability is supported before adding actionsthis would prevent to add actions to notifier such as ubuntu's notify-osdwhich doesn't support them.	True	
helps troubleshooting	False	
check button size	True	
build: support cygwin in script/lib/util.py (#32731)running a build on cygwin or msys2 otherwise fails.signed-off-by: juan cruz viotti <jv@jviotti.com>	False	
lint	False	
add destroyed event for webcontents.	True	
fix: properly determine if webcontents is offscreen in webcontentsdelegate (#16329)	False	
quick fix for the memory leak + docs	True	
bump v9.0.0-nightly.20191122	False	
download the index.json from server	True	
net: add api to set request flags for testing	True	
mac: fix installing view on frameless windowcloses #601.	False	
fix cpplint warnings	False	
bump v10.0.0-nightly.20200325	False	
fix cpplint errors in browser_client.h	False	
fix: rfh->executejavascriptfortesting now requires a callbackrefs: https://chromium-review.googlesource.com/c/chromium/src/+/1492042	True	
update screen.md	False	
feat: add `first-instance-ack` event to the `app.requestsingleinstancelock()` flow (#31460)* feat: add onfirstinstanceack event for requestsingleinstancelock* add tests* apply patch fix* add back missing docs* rebase* listen for exit earlier in test* rebase	True	
build v8 inspector through ndoe	True	
fix: destroy webcontents synchronously on shutdown (#15541)	False	
add tests for setting remote property null/undefined	True	
make menu api accept toplevelwindow	True	
add a converter for `nullptr_t`	True	
bump v15.0.0-nightly.20210616	False	
modernize to c++11 : null => nullptr	True	
fix code style formatting- fix code style formatting to be <= 80 lines- add default parameter for urloptions to loadurl, reload andreloadignoringcache functions to be compatible with old api.	True	
[docs] fix urls and paths (#11584)* fix urls and paths in docs/* avoiding link break to /docs/development/updgrading-chrome.md* fix urls and paths in docs/ #2* removed double spaces in docs	True	
bump v7.0.0-nightly.20190604	False	
chore: make it possible to turn on networkservice with cmd flag (#17729)	True	
docs: add documentation on case insensitive dictionary hosting (#22483)	False	
browser: switch to set minimum version for tls fallback	True	
set up browser to create the process singleton	True	
copy back the original versions of chromium files in	False	
put actual value first	False	
create netlog for devtoolsnetlogobserver	True	
spec: fix js lint warning	False	
add spec for interaction event with escape item	True	
the translate-crash-log-addresses script is abandonded.	False	
fix: viewhierarchychangeddetails moved to the views namespacerefs: https://chromium-review.googlesource.com/c/chromium/src/+/1531481	True	
test: make window.history.pushstate test more robust (#21875)	True	
guarding against polluted object.prototypes	True	
add keyboard modifiers payload to tray click events* add keyboard and mouse button bitsum to tray click events payload* move getboundsfromrect: to common event_util file* update documentation	True	
linux: no longer needs to manually read dpi settingsit is now done in brightray by reading the value from gtk+.	True	
fix: check guest view's devtools window size (#14922)	True	
add section about buffer global	False	
++brightray	False	
use atom.gyp to generate filenames in upload-windows-pdb.py	True	
linebreak to keep the linter happy	True	
perf: and refactor: code scope + minor performance improvement. (#16467)* we know result's size will be same as app_metrics_'s size so optimize the vector.reserving a vector to save on reallocation cost.* narrow scopes of variables to avoid error and optimize them.made two vectors scope narrower and reserved them because we know the size in advance. this helps save on allocation costs.* fix spacing	True	
doc: grammar/content fixes in the remote modulemostly minor grammatical issues, but also some content that seems to be incorrect based on the surrounding descriptions and example code.	True	
enable getting window from routing id and process id.	False	
make travis build	False	
add dry run option	False	
style: add uppercase	False	
log stack when available	False	
move releasecallbacks and copyoutputrequests out of quads/https://chromium-review.googlesource.com/682760	True	
chore: fix shouldfork impl, referrer stripping has been removedrefs: https://chromium-review.googlesource.com/c/chromium/src/+/1124329	True	
bump v0.33.8	False	
upgrade libchromiumcontent to fix node.lib	True	
only update dbus menu when it has been changedthe dbus menu implementaion of kde would send the about-to-show signalwhenever the menu has been changed, resulting in infinite loop on ourside.	True	
fix broken link	False	
use unformatted raw code examples in styleguide	True	
doc: fix typos in role values (#24552)	False	
docs: fix cookies event documentation for type generation (#28115)	True	
translate docs, small changes	False	
docs: add trailing period	False	
:memo: pagesize option.	False	
bump v9.0.0-nightly.20191130	False	
make every js function call is wrapped with v8recursionscope	False	
we don't need to force updating to latest npm.	True	
fix: handle edge behavior for about panel on linux (#19586)* fix: graceful about dialog fail/exit (linux)* allow current to travel along path with no electrical impedance	True	
fix using common modules.	False	
feat: support loading debug urls with loadurl() (#29404)	False	
add initial dialog specs	False	
debug build issues	False	
add session.md as translated, mark untranslated files in readme.md	False	
base/file_util.h has been moved to base/files/file_util.h	True	
refactor: use main in release-notes (#29395)	True	
make the @hubbers team own the .github directory	True	
code style fixes	False	
add events to manage sheets of macos browserwindow	True	
use ipcmain in electron's code	False	
do not throw exception when channel name is "error"	False	
implement urlrequest::delegate, handle thread sync.	False	
refactor: remove last use of internalcallbackscope (#27029)* refactor: remove last use of internalcallbackscope* update patchesco-authored-by: electron bot <electron@github.com>	True	
bump v19.0.0-nightly.20220315	False	
everything is in kb	False	
bump v11.0.0-nightly.20200729	False	
separate overrides from init script.	False	
fix ignored exception thrown from constructor.	True	
add cache option for session	True	
test: fix flaky takeheapsnapshot test (#15853)ref #15095	False	
fix: make devtools extensions load correctly (#17614)	True	
documenting net module: various fixes.	False	
bump v0.12.5.	False	
add back window check	False	
update brightray: fix building on windows.	False	
feat: add nativetheme.inforcedcolorsmode (#32956)	True	
bump v7.0.0-nightly.20190521	False	
fix sync printing not working	False	
revert renames of internal web-view stuff	False	
use const instead of var	False	
added support for window.location on window.open windows	True	
document webframe.setvisualzoomlevellimits as public	False	
set icon on nsalert when specified	False	
lint spec js files	False	
add browserwindow.getopacity for consistency	True	
refactor: natively promisify webcontents.prototype.takeheapsnapshot (#18000)	True	
use auto for embedder var	True	
plugin: dont check for renderer flags for adding pepper browser host filters	True	
test: re-enable failing node.js specs (#31315)	False	
upgrade native_mate for unsigned long conversion	True	
bump v11.0.0-nightly.20200522	False	
revert "bump v14.0.0-nightly.20210426"this reverts commit 2ceae3676642720142fa196ccde934ba93408c8c.	False	
ensure we close fd on windows	False	
fix: disable private macos apis in mas build except for cacontext/calayerhost (#21573)* fix: add patch to disable remote accessibility apis* fix: add patch to disable private window frame apis	True	
inspector: stop dragging platform pointerhttps://github.com/nodejs/node/commit/296fd57324	True	
fix: intercept the isolate_holder's new isolate and register it with the node platform before initializationchromium change: https://chromium-review.googlesource.com/c/chromium/src/+/1015020	True	
fix: crash when calling setprogressbar on macos (#16374)* fix: correctly check whether dock has progress bar* fix: do not leak memory when setting docktile	False	
update reviewed items	False	
docs: we _do_ follow semver	False	
use doubleidweakmap for |rendererfunctions|	True	
:memo: for makesingleinstance	True	
feat: expose new vibrancy types (#19073)	False	
edit empty function for platform consistency	True	
update specs to match the documents.	True	
refactor: use views::widget on macos	True	
spec: add test for crypto operation	True	
add sync executejavascript test	False	
fix up namespaces	False	
docs: disable-auto-hide-cursor option	True	
change the parameter name for consistency	True	
remove unused includes	False	
update quick-start.md (#30064)change app-quit link definition, so both window-all-closed and app-quit redirects to appropriate sites.	True	
chore: bump chromium in deps to 74.0.3729.38 (#17555)	True	
use std::string::empty to check	True	
use generic base::value::setkeyremove base::value::setdoublewithoutpathexpansionhttps://chromium-review.googlesource.com/591654remove base::value::setstringwithoutpathexpansionhttps://chromium-review.googlesource.com/592368remove base::value::setintegerwithoutpathexpansionhttps://chromium-review.googlesource.com/591655	True	
update as upstream	False	
revert "bump v11.0.0-nightly.20200728"this reverts commit c6c986648f127ab246e938ae0cfa0b6630de99c9.	False	
fix initializing v8 on windows.	False	
docs: recommend setting e.returnvalue (#33628)	False	
:wrench: linter's gotta lint	False	
10.8+, preexisting node required.i'm presently giving 10.7 support the old college try (building against the 10.7 sdk with xcode 5.1, not necessarily supporting the xcode 4.6 toolchain), but i thought this should be updated in the meantime. it also seems possible to me that the pre-installed node requirement is somewhat accidental. since we have the source checked out already, it should be rather trivial to build an intermediate "bootstrap" node if there isn't one found in the path. do it?	True	
bump v10.0.0-nightly.20200311	False	
update for reviews	True	
remove base::sharedmemory::sharetoprocesshttps://codereview.chromium.org/2852803002	True	
update to api changes of chrome 47	True	
start the crash service process on non-mac.	False	
bump v9.0.0-nightly.20200109	False	
bump v0.8.7.	False	
update brightray for #4681	True	
bump v0.37.3	False	
clean up excess code from generategroupid	False	
cleanup wrapper function when app has done quittingthe app may still do something when quitting, we need to make sure thewrapper function is still there at that time.	True	
the source_root was wrong computedusing 'source_root = os.path.dirname(os.path.dirname(__file__))' leads to an empty string if the path is relative.	True	
refactor: improve moveitemtotrash error description (#23589)	True	
fix for narrowing conversion warnings, minor style change	True	
small fix to grammar in build instructions (macos)	True	
network traffic annotation added to downloadurlparams.https://chromium-review.googlesource.com/c/530307	True	
should decode when setting __filename from location.	False	
build: rename the v8 context snapshot on arm64 macos builds (#26086)* chore: rename the v8 context snapshot on arm64 macos builds* build: update zip manifests* build: update to upstream patch	True	
fix "warning: field 'widget_' is uninitialized when used here".	False	
bump v20.0.0-nightly.20220331	False	
disabled dchecks that fail when running tests	False	
update vendor/libchromiumcontent ref	False	
feat: associate inprogressrequest with requests (#19648)	True	
do not reply sync messages when window is closed.	False	
enable all origins via cors header for custom schemesthis pr disables cors for custom schemes, which allows you to serve fontresources from custom schemes after using registercustomschemeassecure	True	
bump v8.0.0-nightly.20191107	False	
split up debugging-main-process.md, add electron-inspector guide- move the debugging guides for vscode and node-inspector into separatefiles.- add instructions for using electron-inspector to the node-inspectorguide.- remove note in node-inspector guide about crashing when inspecting`process` (it was fixed a long time ago:https://github.com/nodejs/node-v0.x-archive/issues/8205)	True	
refactor: use typeutils for nativeimage serialization (#23693)	True	
:wrench: return null if not found	False	
forgot to set default version in crash reporter	True	
actually try building on windows.	False	
add zoom spec	False	
correct generation of guid on windows.	False	
keep up with en version	False	
standardize frameless-window	False	
check path first	False	
refactor: simplify isremotemoduleenabled handling in sandboxed renderers (#15961)	True	
fix: override the timers module impls to activate the uv loop (#18948)	True	
make the default_app unresizable.	False	
2734095: introduce storagepartitionid type to wrap current string representation.https://chromium-review.googlesource.com/c/chromium/src/+/2734095	True	
test: remove usage of the remote module from tests (#23571)	False	
ci: manually install python@2 (#33785)	False	
speling error.	False	
refactor: ginify notification (#22821)	True	
document notifications	False	
update docs and spec	False	
linux: set upload parameters of crash reporter.	False	
generate node.lib from atom.lib and chromiumcontent.dll.lib.	True	
viz: move copyoutput(request|result)=> components/viz/common/quads	False	
bump v16.0.0-nightly.20210813	False	
use deprecate.warn instead of deprecate.log	False	
bump external binaries to 1.2.2	True	
chrome 47.0.2526.73	False	
link with ncrypt.lib on windows	False	
explicitly close popup window	False	
feat: exposeinmainworld allow to expose non-object apis (#26594)	True	
should force the embed thread to quit when terminating.	True	
chore: add @mlaurencin to manual backport config (#26872)	True	
fix: 'page-title-updated' event forwarding + documentation (#18270)	True	
chore: cleanup spec-main/ambient.d.ts (#32363)	False	
do not throw if the named image can not be found	False	
revert "bump v15.0.0-nightly.20210707"this reverts commit 5f1233cdadbcf20c2c9a42be8228e0bf7796d232.	False	
fix compilation error	False	
update to electron v0.37.2	True	
remove crashed event forwarding	True	
test: move some fixtures from spec/ to spec-main/ (#21403)	True	
add additional method isunityrunning, fix multiple typos in docs	False	
assert image size as well	False	
browser: create cert verifier when browser context is created	False	
bump v7.0.0-nightly.20190628	False	
review: register browserchildprocessobserver once main message loop is ready	True	
bump v4.0.0-nightly.20180817	False	
build: [gn] simplify resource pak build	True	
simplify remotecallbackfreer	False	
add missing temp_dir arg to override	True	
enable taking window as parameter in dialog.showopendialog.	False	
chore: remove unused classes of views api (#22861)* chore: remove unused views api classes* chore: remove layoutmanager code* chore: no more need to make view inherit from trackabeobject* chore: make enable_view_api default to true* chore: enable_view_api => enable_views_api	True	
fix small typo in debug message.	False	
build: move libcc patches to electron repo (#14104)in the gn build, libchromiumcontent is no longer a distinct library, butmerely a container for a set of scripts and patches. maintaining thosepatches in a separate repository is tedious and error-prone, so mergethem into the main repo.once this is merged and gn is the default way to build electron, thelibchromiumcontent repository can be archived.	True	
get browserwindow::getcontentsize api.	False	
ci:make sure that tests on vsts get marked as failed if they fail (#14734)	False	
bump v9.0.0-nightly.20200205	False	
gtk: fix setting unresizable window.	False	
adapt to changes of chrome 51 api changes (part 2)	True	
use the textured window for the frameless case too.	True	
adds compositor resize lock client implementation	True	
build: force a windows ci run	True	
docs: added webcontents.gettype() method (#16767)* docs: added webcontents.gettype() method* docs: add enumeration of return value for webcontents.gettype()* docs: gettype() in webcontents should be class method not module method	True	
:wrench: use log instead of nslog	False	
further clean up	False	
bump v4.0.0-nightly.20181003	False	
chore: fix 'browserview' typo (#16621)	False	
:construction_worker: properly test x vs y	False	
:memo: fix some grammar mistakes[ci-skip]	True	
make dir_app_data available on linux	False	
fix: loading dedicated/shared worker scripts over custom protocol (#20625)co-authored-by: shelley vohr <shelley.vohr@gmail.com>	True	
schedule function after executejavascript completes	False	
fixed linting	False	
certificatelist => scopedcertcertificatelist	False	
requests updated user info data before each handoff operation.	True	
only export touchbar to start	True	
powermontor crashes linux ia32, re-disable	True	
support background.page in extension manifest	False	
fix: stack traces in non-node.js contexts (#26820)	False	
destructure requires	False	
use file_path_literal instead of appendascii	False	
review: ui::compositor: simplify how externalbeginframeclient is used.https://chromium-review.googlesource.com/c/chromium/src/+/1388384	True	
update deps	False	
link pdf libraries on linux with whole-archive option	False	
denote return type on process memory info methods methods	False	
chore: upgrade to node.js v14.9.0 (#25249)	True	
docs: add restricted header info to clientrequest docs (#25075)* docs: add restricted header info to docs* docs: clarify header languageco-authored-by: jeremy rose <nornagon@nornagon.net>co-authored-by: jeremy rose <nornagon@nornagon.net>	True	
update ignore comment	False	
update node for renderer node integration fixes.	True	
simplify conversions between native types and v8 types.	False	
add forward declaration of nswindow.allowsautomaticwindowtabbing	True	
fix: uaf in webcontents::didstoploading (#26702)	True	
webframe: enable privileged schemes to send cors requests	True	
docs: update development-related documentation (#31043)* docs: update chromium development-related documentation* chore: remove obsolete clang-format docclang-format linting and fixing is a pre-commit hook now* docs: update debugging documentation* docs: misc updates* update docs/development/debugging-on-windows.mdco-authored-by: micha hanselmann <mh74182@gmail.com>* update docs/development/readme.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/readme.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/readme.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/readme.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/readme.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/readme.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/debugging-on-macos.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/testing.mdco-authored-by: mark lee <malept@users.noreply.github.com>* update docs/development/testing.mdco-authored-by: mark lee <malept@users.noreply.github.com>co-authored-by: micha hanselmann <mh74182@gmail.com>co-authored-by: mark lee <malept@users.noreply.github.com>co-authored-by: cheng zhao <zcbenz@gmail.com>	True	
feat: route frame based permission checks through our permission check handler (#19903)* feat: route frame based permission checks through our permission check handler* docs: add change to setpermissioncheckhandler to breaking changes doc	True	
update libchromiumcontent for filenames.gypi fix	True	
bump v9.0.0-nightly.20200113	False	
:memo: mention the change of default security of node integration.	False	
add spec for webpreferences in features string	True	
refactor: use process type specific electron imports in default_app (#32097)	True	
fix: adjust initial webcontents focus calculation (#29204)* fix: adjust initial webcontents focus calculation* fix: active window check on mac* fix: about:blank focus behavior* chore: add specco-authored-by: raymond zhao <raymondzhao@microsoft.com>	True	
deprecate autosubmit in favor of uploadtoserver (#11992)	True	
revert "revert "add support for oopif printing in renderer""https://chromium-review.googlesource.com/924566	True	
don't copy things on dictionary::set	False	
remove semicolons	False	
update default crash report submission url.	False	
bump v14.0.0-nightly.20210325	False	
add protocol interceptor api.	True	
remove unused rimraf spec dependency	False	
implement protocol.interceptprotocol	True	
chore: remove _ns suffixes (#20691)* chore: remove _ns suffixes* lint	False	
:apple: add roles for macos native tab menu itemsfixes #9086, #10064.	True	
chore: dont install spec deps on sync needlessly (#14614)we run install for testing only when required anyway	True	
bump v14.0.0-nightly.20210429	False	
make getalldisplays return current displays.	False	
update to electron v0.32.2	True	
:memo: improve grammar[ci skip]* use `formal` tense.* small fixes.	True	
webcontents: notify guests of embedders' zoom level change	False	
add spec for invalid window.history.go offset	True	
feat: add width option to dialog.showmessagebox() (#30474)	True	
use 0.8.0.this picks up the fix for https://github.com/atom/atom/issues/7061.	True	
bump v0.33.9	False	
linux: use native frame for message box.	True	
add missing include for l10n_util.h on win	True	
ci: add better logging around request failures for releasing (#14239)	True	
bump v8.0.0-nightly.20191102	False	
coding style changes	False	
upgrade brightray, fixes #769	False	
add failing spec for nodeintegration inheritance	True	
move pushstate spec chromium-spec with other history specs	True	
fix: create a window capturer correctly (#13689)* fix: create a window capturer correctlywe were incorrectly creating two screen capturers instead of a windowcapturer* spec: ensure dc tests pass* spec: enable all tests after verifying dc tests work	False	
update native_mate to fix vs compilation error	True	
intialize webtextcheckclient https://codereview.chromium.org/2791753003	False	
bump v1.8.1	False	
fix links in readme for spanish translation	True	
:art:	False	
append the app user model id as a switch	False	
update node: rebase on v5.10.0 tag instead of master branch	False	
upgrade libchromiumcontent	False	
fix most cpplint errors in devtools_window.hit's still complaining about the non-const reference in bool&.	True	
linux: set scale factor to the value in gsettings	True	
:lipstick: fix format.	True	
avoids deadlock in case nsuseractivitydelegate method start being called from main thread.	False	
make linter happy	False	
refactor: rewire the desktop capturer api to remove race conditions (#18029)we now create a new instance of atom::api::desktopcapturer for everyrequest instead of weirdly re-using the same instance and queuingrequests.  this means there is now a 1:1 relationship between requestand desktopcapturer so there isn't a race condition between the observerfor one request calling back before the observer of another.  this is anissue ever since the backing apis moved to worker threads.this also does a few things to ensure memory management* only ever listen to one event per-request, after that we wipe the emitfunction to ignore all future events* ensures we clean up the window_capturer_, screen_capturer_ andcaptured_sources_ in native land once the request is over.this _in theory_ fixes a flake we've been seeing on ci where we try toresolve the promise for a request that no longerr exists.	True	
add `allow-running-insecure-content`, `allow-display-insecure-content`in browserwindow option.	False	
refactor: createdatapipe deprecated form was removedrefs: https://chromium-review.googlesource.com/c/chromium/src/+/2698090	True	
fixme: disable desktopcapturer tests	True	
add spec for undocked devtools	True	
use separate session for cookies change event test	True	
:memo: document getosprocessid()	True	
fix: don't invoke callback after framesubscriber is destroyed (#13657)	False	
do not link with ppapi_cpp.lib	False	
simplify browser_ipc api.	False	
revert "renderer: dont fork the process when there is server redirect"this reverts commit ab9d1bf97ed2015829bcc5381c149d2826d04015.	True	
translation for pt_br	True	
feat: emit process 'loaded' event in sandboxed renderers (#17680)	False	
docs: better explain supported release line levels (#18800)	False	
bring the close timeout back to 5s.	True	
emit atom_browser_release_render_view in c++	True	
update to chrome 51.0.2704.84	True	
update devtools-extension.mdcerebral debugger is now supported under electron	True	
:memo: even more words	False	
fix: pass postdata to new-window event (#28513)	True	
do not add extra space when args is empty	False	
docs: fix spelling error in updates tutorial (#25725)	True	
docs: update docs for keyboard shortcuts (#29207)* update docs for keyboard shortcuts* add a fiddle for web-apis* apply suggestions from code reviewco-authored-by: erick zhao <erick@hotmail.ca>* cleanup a few formatting errors and missed copies* add descriptions to index.html* focus on rendererco-authored-by: erick zhao <erick@hotmail.ca>	True	
japanese manual: update tutorials and api[ci skip]	True	
obtain sha-1 of libcc commit from submodule	False	
chore: fix typos in comments (#29362)	False	
bump v11.0.0-nightly.20200811	False	
docs: update webcontents.send link in ipcmain docs (#24245)	False	
fixed broken links in documentation pt-br	False	
check for key system support using new mojo service keysystemsupporthttps://chromium-review.googlesource.com/c/chromium/src/+/834764	True	
chore: remove unused use_transparent_window.patch (#15534)unneeded since https://github.com/electron/electron/commit/6f2f761df30242f41be595939c085193d62a2382#diff-0bbbec38254ebb1146b15c15277c6aa1	True	
build: enable arm embedded builtins (#15939)* revert "fixme: disable v8 embedded builtins feature for arm flavor"this reverts commit 8ec3bc027247ca9ee3ada36be4a30d60eab09a5a.* build: don't enable embedded builtins for arm/arm64 native mksnapshot	True	
change how we detect helper process	False	
run more crashreporter specs on ci	False	
chore: stop using electron.gyp for branding and version (#14559)* chore: stop using electron.gyp for version info* chore: remove branding info from electron.gyp* use get_electron_branding instead of gn read* flip project_name/product_name	True	
fix a typo.	False	
spec: add timeout for beginframesubscription	True	
fix: add nation flags and link translations to one address	True	
fix: enter handle scope when creating custom event (#22657)	True	
ci: update ts-compile-doc-change to properly use src cache (#32613)	True	
don't use c++11 to not crash vs	True	
chore: add python env to zip-symbols script	True	
added tests for browserwindow.setappdetails	True	
refactor: unify module-list format and exports/electron (#19697)	True	
fix webrtc linking issues	False	
fix: return after handling esc for fullscreen in webcontentsdelegate (#16342)	True	
win: implement browser::addrecentdocument	False	
cleanup docs and standardize structs	False	
create keyboard-shortcuts	False	
custom window level as string	True	
translate some apis	True	
chore: roll node (#15097)picks up:- electron/node#73: fix: export libuv symbols- electron/node#74: fix: include names.h in zlib header package	False	
