GitCommitMessage	IsUseful	MatchedOnKeyword
add command to fetch devicesigned-off-by: user jupyter <jupyter@reserver.acs-lab.eonerc.rwth-aachen.de>	True	
change skill_score denumerator and remove superfluous mean from signaturesigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	True	
use self.feature names	False	
update openstef_dashboard_doc.html	False	
auto generate task name from task module name	True	
remove duplicate lines with variable	False	
format python code with black	True	
made nn dependencies optional	False	
fix e231	False	
fixed bug	False	
improve testing speed	False	
fix a conditionsigned-off-by: benoit hardier <benoit.hardier@probayes.com>	False	
added extra unittests	False	
update version	False	
specify parameters for proloaf	True	
minor changes	False	
continued with implementation	False	
backtest for the entire input range	True	
fix wrong example data file, where apx is filled for horizon=0.25	True	
update setup.py	False	
update version	False	
remove /unit of tests	False	
update type hints and docstrings	False	
improve logging messsage toosigned-off-by: david swinkels <david.swinkels@alliander.com>	True	
update utils.py	False	
bump version number to v2.3.0	True	
update setup.py	False	
format python code with black	True	
updated js for the interactive imagemap	True	
format python code with black	True	
update issue templates	False	
add short term forecasting	True	
updated html	False	
remove accidental additions	False	
optimize imports	False	
update python-build.yaml	False	
mlflow in hyperparameter optimization	False	
update testcases to match new predict pipeline structure	True	
update feature_applicator.py	True	
update html hoover	False	
rename licenses/license to license	True	
add __version__ attr	False	
fix hyper param optimizationsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
fix typo	False	
change logs to debug	True	
add test functions	False	
change if order	False	
rename auto_black_on_pr.yml to auto-black-on-pr.yml	True	
get feature_names from mlflow	False	
improved naming, assertion methods and clarity	False	
add compliance copyright/license.	False	
fix mlflowserializer after removing abstractserializersigned-off-by: david swinkels <david.swinkels@alliander.com>	False	
fix reuse issues	False	
updates	False	
update html	False	
add type hintssigned-off-by: benoit hardier <benoit.hardier@probayes.com>	False	
fixes for unittest failures and feature applicator with proloaf	True	
add coverage comment	False	
changed an undefined name error	False	
change import unit.utilssigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
update readme.md	False	
fix unit test for create forecast task and add pytest-report to gitignore	True	
use given tzinfo instead of fixed	False	
mlflow to mlflow	True	
